"trip_start_timestamp","trip_end_timestamp","time","trip_seconds","trip_miles","weather","wind","visibility"
"2016-11-18 12:15:00","2016-11-18 12:45:00","2016-11-18 12:53:00",1786,1.48,"Light rain Mostly cloudy",28,16
"2016-11-18 12:15:00","2016-11-18 12:45:00","2016-11-18 11:53:00",1786,1.48,"Cloudy",26,16
"2016-11-16 15:30:00","2016-11-16 16:00:00","2016-11-16 15:53:00",1800,6.7,"Passing clouds",13,14
"2016-11-16 15:30:00","2016-11-16 16:00:00","2016-11-16 14:53:00",1800,6.7,"Passing clouds",15,16
"2016-11-24 20:00:00","2016-11-24 20:30:00","2016-11-24 20:53:00",1800,16.6,"Overcast",9,14
"2016-11-24 20:00:00","2016-11-24 20:30:00","2016-11-24 20:53:00",1800,16.6,"Overcast",9,14
"2016-11-24 20:00:00","2016-11-24 20:30:00","2016-11-24 19:53:00",1800,16.6,"Overcast",11,14
"2016-11-24 20:00:00","2016-11-24 20:30:00","2016-11-24 19:53:00",1800,16.6,"Overcast",11,14
"2016-11-26 15:00:00","2016-11-26 15:30:00","2016-11-26 15:53:00",1860,9.5,"Broken clouds",15,16
"2016-11-26 15:00:00","2016-11-26 15:30:00","2016-11-26 14:53:00",1860,9.5,"Broken clouds",15,16
"2016-11-26 15:00:00","2016-11-26 15:30:00","2016-11-26 14:53:00",1860,9.5,"Broken clouds",15,16
"2016-11-26 15:00:00","2016-11-26 15:30:00","2016-11-26 15:53:00",1860,9.5,"Broken clouds",15,16
"2016-11-21 14:15:00","2016-11-21 14:45:00","2016-11-21 14:53:00",1860,8.1,"Passing clouds",11,16
"2016-11-21 14:15:00","2016-11-21 14:45:00","2016-11-21 14:53:00",1860,8.1,"Passing clouds",11,16
"2016-11-21 14:15:00","2016-11-21 14:45:00","2016-11-21 13:53:00",1860,8.1,"Passing clouds",9,16
"2016-11-21 14:15:00","2016-11-21 14:45:00","2016-11-21 13:53:00",1860,8.1,"Passing clouds",9,16
"2016-11-29 13:45:00","2016-11-29 14:15:00","2016-11-29 13:53:00",1920,9.5,"Partly sunny",22,16
"2016-11-20 15:00:00","2016-11-20 15:30:00","2016-11-20 15:53:00",1920,7.5,"Passing clouds",13,16
"2016-11-20 15:00:00","2016-11-20 15:30:00","2016-11-20 14:53:00",1920,7.5,"Passing clouds",15,16
"2016-11-20 15:00:00","2016-11-20 15:30:00","2016-11-20 14:53:00",1920,7.5,"Passing clouds",15,16
"2016-11-29 13:45:00","2016-11-29 14:15:00","2016-11-29 12:53:00",1920,9.5,"Scattered clouds",30,16
"2016-11-20 15:00:00","2016-11-20 15:30:00","2016-11-20 15:53:00",1920,7.5,"Passing clouds",13,16
"2016-11-23 23:00:00","2016-11-23 23:30:00","2016-11-23 23:53:00",2040,12.8,"Fog",22,10
"2016-11-23 23:00:00","2016-11-23 23:30:00","2016-11-23 23:53:00",2040,12.8,"Fog",22,10
"2016-11-23 23:00:00","2016-11-23 23:30:00","2016-11-23 22:53:00",2040,12.8,"Fog",15,8
"2016-11-23 23:00:00","2016-11-23 23:30:00","2016-11-23 22:53:00",2040,12.8,"Fog",15,8
"2016-11-21 12:45:00","2016-11-21 13:30:00","2016-11-21 12:53:00",2340,13.5,"Passing clouds",0,16
"2016-11-21 12:45:00","2016-11-21 13:30:00","2016-11-21 11:53:00",2340,13.5,"Passing clouds",7,16
"2016-11-25 20:45:00","2016-11-25 21:30:00","2016-11-25 20:53:00",2400,18.6,"Passing clouds",13,16
"2016-11-25 20:45:00","2016-11-25 21:30:00","2016-11-25 19:53:00",2400,18.6,"Passing clouds",17,16
"2016-11-17 05:00:00","2016-11-17 05:45:00","2016-11-17 04:53:00",2820,28.3,"Passing clouds",17,11
"2016-11-17 05:00:00","2016-11-17 05:45:00","2016-11-17 04:53:00",2820,28.3,"Passing clouds",17,11
"2016-11-17 05:00:00","2016-11-17 05:45:00","2016-11-17 05:53:00",2820,28.3,"Passing clouds",15,14
"2016-11-17 05:00:00","2016-11-17 05:45:00","2016-11-17 05:53:00",2820,28.3,"Passing clouds",15,14
"2016-11-18 00:30:00","2016-11-18 01:30:00","2016-11-17 23:53:00",3240,44.5,"Passing clouds",20,16
"2016-11-18 00:30:00","2016-11-18 01:30:00","2016-11-18 00:53:00",3240,44.5,"Passing clouds",20,16
"2016-11-16 20:00:00","2016-11-16 21:15:00","2016-11-16 19:53:00",5002,13.17,"Partly cloudy",11,13
"2016-11-16 20:00:00","2016-11-16 21:15:00","2016-11-16 20:53:00",5002,13.17,"Passing clouds",13,13
"2016-11-15 17:00:00","2016-11-16 17:00:00","2016-11-15 17:53:00",86379,0.07,"Partly cloudy",6,14
"2016-11-15 17:00:00","2016-11-16 17:00:00","2016-11-15 16:53:00",86379,0.07,"Partly cloudy",6,8
